Latitude (decimal degrees):	38.975
Longitude (decimal degrees):	-5.270
Elevation (m):	459
Radiation database:	PVGIS-SARAH3


Slope: 35 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1000.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230926:1710,123760.0,194.2,11.18,30.03,0.28,0.0
20230926:1810,0.0,0.0,0.0,29.25,0.21,0.0
20230926:1910,0.0,0.0,0.0,27.69,0.9,0.0
20230926:2010,0.0,0.0,0.0,24.35,1.66,0.0
20230926:2110,0.0,0.0,0.0,22.76,1.72,0.0
20230926:2210,0.0,0.0,0.0,21.61,1.79,0.0
20230926:2310,0.0,0.0,0.0,20.5,1.93,0.0
20230927:0010,0.0,0.0,0.0,19.57,1.86,0.0
20230927:0110,0.0,0.0,0.0,19.0,1.93,0.0
20230927:0210,0.0,0.0,0.0,18.6,2.14,0.0
20230927:0310,0.0,0.0,0.0,18.03,2.07,0.0
20230927:0410,0.0,0.0,0.0,17.23,1.79,0.0
20230927:0510,0.0,0.0,0.0,16.67,1.52,0.0
20230927:0610,0.0,0.0,0.0,16.07,1.52,0.0
20230927:0710,116420.0,173.76,10.37,16.4,1.66,0.0
20230927:0810,342910.0,440.02,21.58,20.01,1.17,0.0
20230927:0910,528480.0,688.0,31.97,23.29,1.1,0.0
20230927:1010,651270.0,871.83,40.83,25.59,1.38,0.0
20230927:1110,720650.0,989.98,47.1,27.5,1.45,0.0
20230927:1210,735390.0,1019.73,49.48,28.87,1.59,0.0
20230927:1310,708860.0,981.83,47.29,29.78,1.59,0.0
20230927:1410,639140.0,876.07,41.17,30.32,1.45,0.0
20230927:1510,522270.0,702.74,32.39,30.56,1.45,0.0
20230927:1610,319180.0,429.07,22.05,30.42,1.52,0.0
20230927:1710,123870.0,193.55,10.86,29.67,1.52,0.0
20230927:1810,0.0,0.0,0.0,27.53,1.59,0.0
20230927:1910,0.0,0.0,0.0,25.33,1.59,0.0
20230927:2010,0.0,0.0,0.0,25.74,1.17,0.0
20230927:2110,0.0,0.0,0.0,26.61,0.55,0.0
20230927:2210,0.0,0.0,0.0,25.82,0.76,0.0
20230927:2310,0.0,0.0,0.0,24.34,0.9,0.0
20230928:0010,0.0,0.0,0.0,23.13,0.97,0.0
20230928:0110,0.0,0.0,0.0,20.91,1.17,0.0
20230928:0210,0.0,0.0,0.0,20.3,1.1,0.0
20230928:0310,0.0,0.0,0.0,20.34,0.97,0.0
20230928:0410,0.0,0.0,0.0,19.45,1.03,0.0
20230928:0510,0.0,0.0,0.0,17.67,1.24,0.0
20230928:0610,0.0,0.0,0.0,16.76,1.31,0.0
20230928:0710,114130.0,170.94,10.18,16.65,1.17,0.0
20230928:0810,333700.0,431.53,21.38,20.29,0.48,0.0
20230928:0910,509430.0,674.83,31.73,23.76,0.14,0.0
20230928:1010,631160.0,867.04,40.55,26.24,0.28,0.0
20230928:1110,702690.0,991.84,46.76,28.35,0.48,0.0
20230928:1210,718240.0,1028.61,49.09,29.81,0.48,0.0
20230928:1310,701880.0,989.38,46.89,30.79,1.03,0.0
20230928:1410,632170.0,869.94,40.79,31.26,1.45,0.0
20230928:1510,510350.0,686.98,32.03,31.49,1.66,0.0
20230928:1610,336470.0,453.89,21.72,31.32,1.72,0.0
20230928:1710,114830.0,180.98,10.54,30.5,1.72,0.0
20230928:1810,0.0,0.0,0.0,28.3,1.66,0.0
20230928:1910,0.0,0.0,0.0,26.1,1.79,0.0
20230928:2010,0.0,0.0,0.0,24.46,1.86,0.0
20230928:2110,0.0,0.0,0.0,23.29,1.93,0.0
20230928:2210,0.0,0.0,0.0,22.19,1.86,0.0
20230928:2310,0.0,0.0,0.0,21.51,1.72,0.0
20230929:0010,0.0,0.0,0.0,21.83,1.45,0.0
20230929:0110,0.0,0.0,0.0,22.22,1.17,0.0
20230929:0210,0.0,0.0,0.0,21.22,1.24,0.0
20230929:0310,0.0,0.0,0.0,20.35,1.31,0.0
20230929:0410,0.0,0.0,0.0,19.13,1.31,0.0
20230929:0510,0.0,0.0,0.0,18.5,1.31,0.0
20230929:0610,0.0,0.0,0.0,17.66,1.38,0.0
20230929:0710,110420.0,165.87,10.0,17.4,1.72,0.0
20230929:0810,332380.0,428.6,21.17,21.36,1.31,0.0
20230929:0910,513020.0,668.67,31.49,25.91,1.86,0.0
20230929:1010,641120.0,858.46,40.26,28.57,2.21,0.0
20230929:1110,712420.0,982.03,46.41,30.65,2.07,0.0
20230929:1210,731350.0,1032.07,48.7,32.03,1.59,0.0
20230929:1310,696500.0,984.74,46.5,32.96,1.38,0.0
20230929:1410,619440.0,865.15,40.41,33.53,1.24,0.0
20230929:1510,498790.0,682.12,31.68,33.77,1.31,0.0
20230929:1610,326250.0,446.5,21.39,33.56,1.38,0.0
20230929:1710,112120.0,179.43,10.22,32.25,1.31,0.0
20230929:1810,0.0,0.0,0.0,30.23,1.52,0.0
20230929:1910,0.0,0.0,0.0,27.83,2.0,0.0
20230929:2010,0.0,0.0,0.0,25.93,2.21,0.0
20230929:2110,0.0,0.0,0.0,24.57,2.28,0.0
20230929:2210,0.0,0.0,0.0,23.6,2.34,0.0
20230929:2310,0.0,0.0,0.0,22.64,2.28,0.0
20230930:0010,0.0,0.0,0.0,21.9,2.28,0.0
20230930:0110,0.0,0.0,0.0,21.25,2.28,0.0
20230930:0210,0.0,0.0,0.0,20.64,2.21,0.0
20230930:0310,0.0,0.0,0.0,20.08,2.21,0.0
20230930:0410,0.0,0.0,0.0,19.51,2.14,0.0
20230930:0510,0.0,0.0,0.0,19.02,2.14,0.0
20230930:0610,0.0,0.0,0.0,18.49,2.0,0.0
20230930:0710,107050.0,161.62,9.81,18.64,1.93,0.0
20230930:0810,332050.0,428.31,20.96,22.02,1.66,0.0
20230930:0910,513890.0,667.8,31.25,25.5,1.93,0.0
20230930:1010,638290.0,857.74,39.96,28.07,1.79,0.0
20230930:1110,710580.0,988.14,46.06,30.24,1.52,0.0
20230930:1210,724410.0,1023.71,48.31,31.96,1.45,0.0
20230930:1310,689430.0,976.01,46.1,33.15,1.31,0.0
20230930:1410,619620.0,868.51,40.03,33.91,1.17,0.0
20230930:1510,486330.0,669.41,31.33,34.24,0.97,0.0
20230930:1610,317960.0,439.2,21.06,34.17,0.76,0.0
20230930:1710,106700.0,172.54,9.91,32.92,0.28,0.0
20230930:1810,0.0,0.0,0.0,30.69,1.03,0.0
20230930:1910,0.0,0.0,0.0,31.35,0.83,0.0
20230930:2010,0.0,0.0,0.0,29.92,0.9,0.0
20230930:2110,0.0,0.0,0.0,25.11,2.0,0.0
20230930:2210,0.0,0.0,0.0,23.54,1.93,0.0
20230930:2310,0.0,0.0,0.0,22.52,1.93,0.0
20231001:0010,0.0,0.0,0.0,21.4,1.86,0.0
20231001:0110,0.0,0.0,0.0,20.49,1.79,0.0
20231001:0210,0.0,0.0,0.0,19.73,1.72,0.0
20231001:0310,0.0,0.0,0.0,19.09,1.66,0.0
20231001:0410,0.0,0.0,0.0,18.52,1.66,0.0
20231001:0510,0.0,0.0,0.0,18.19,1.52,0.0
20231001:0610,0.0,0.0,0.0,17.88,1.45,0.0
20231001:0710,110650.0,166.28,9.62,17.4,1.38,0.0
20231001:0810,330610.0,428.32,20.75,21.35,0.76,0.0
20231001:0910,500460.0,662.33,31.0,25.35,0.55,0.0
20231001:1010,620170.0,856.61,39.67,27.6,0.28,0.0
20231001:1110,680620.0,970.83,45.71,29.52,0.21,0.0
20231001:1210,697150.0,1013.02,47.92,31.12,0.14,0.0
20231001:1310,669900.0,972.27,45.7,32.38,0.14,0.0
20231001:1410,607320.0,866.37,39.65,33.18,0.21,0.0
20231001:1510,485200.0,670.88,30.98,33.53,0.48,0.0
20231001:1610,316870.0,436.59,20.73,33.48,0.69,0.0
20231001:1710,105790.0,170.95,9.59,32.16,0.83,0.0
20231001:1810,0.0,0.0,0.0,30.48,1.59,0.0
20231001:1910,0.0,0.0,0.0,27.82,1.66,0.0
20231001:2010,0.0,0.0,0.0,26.81,1.66,0.0
20231001:2110,0.0,0.0,0.0,27.13,1.24,0.0
20231001:2210,0.0,0.0,0.0,27.92,0.55,0.0
20231001:2310,0.0,0.0,0.0,24.92,1.38,0.0
20231002:0010,0.0,0.0,0.0,21.25,1.86,0.0
20231002:0110,0.0,0.0,0.0,20.3,1.79,0.0
20231002:0210,0.0,0.0,0.0,19.5,1.79,0.0
20231002:0310,0.0,0.0,0.0,18.81,1.72,0.0
20231002:0410,0.0,0.0,0.0,18.25,1.72,0.0
20231002:0510,0.0,0.0,0.0,17.72,1.72,0.0
20231002:0610,0.0,0.0,0.0,17.2,1.66,0.0
20231002:0710,108530.0,163.01,9.43,17.04,1.52,0.0
20231002:0810,319600.0,411.78,20.54,20.82,1.03,0.0
20231002:0910,468750.0,612.89,30.75,25.0,0.97,0.0
20231002:1010,586510.0,794.71,39.38,27.7,0.83,0.0
20231002:1110,691490.0,974.5,45.37,29.9,0.76,0.0
20231002:1210,702780.0,1000.98,47.54,31.62,0.9,0.0
20231002:1310,637020.0,894.82,45.31,32.8,1.1,0.0
20231002:1410,617520.0,860.54,39.28,33.46,1.31,0.0
20231002:1510,485500.0,660.61,30.63,33.65,1.52,0.0
20231002:1610,314150.0,428.92,20.4,33.39,1.66,0.0
20231002:1710,103000.0,167.08,9.28,32.31,1.59,0.0
20231002:1810,0.0,0.0,0.0,29.86,1.72,0.0
20231002:1910,0.0,0.0,0.0,27.5,1.66,0.0
20231002:2010,0.0,0.0,0.0,26.94,1.52,0.0
20231002:2110,0.0,0.0,0.0,27.59,1.17,0.0
20231002:2210,0.0,0.0,0.0,27.91,0.83,0.0
20231002:2310,0.0,0.0,0.0,26.92,0.41,0.0
20231003:0010,0.0,0.0,0.0,25.36,0.97,0.0
20231003:0110,0.0,0.0,0.0,23.16,1.17,0.0
20231003:0210,0.0,0.0,0.0,22.55,1.1,0.0
20231003:0310,0.0,0.0,0.0,21.8,1.1,0.0
20231003:0410,0.0,0.0,0.0,21.17,1.1,0.0
20231003:0510,0.0,0.0,0.0,19.95,1.24,0.0
20231003:0610,0.0,0.0,0.0,18.99,1.24,0.0
20231003:0710,102090.0,153.97,9.24,17.63,1.45,0.0
20231003:0810,315880.0,408.72,20.33,21.07,0.69,0.0
20231003:0910,483910.0,639.16,30.51,25.22,0.48,0.0
20231003:1010,608500.0,836.42,39.08,27.55,0.34,0.0
20231003:1110,686770.0,969.48,45.02,29.78,0.62,0.0
20231003:1210,699670.0,996.17,47.15,31.44,0.83,0.0
20231003:1310,675370.0,954.06,44.92,32.51,1.1,0.0
20231003:1410,615250.0,855.16,38.9,33.15,1.31,0.0
20231003:1510,482110.0,654.67,30.28,33.4,1.52,0.0
20231003:1610,301790.0,411.78,20.07,33.19,1.66,0.0
20231003:1710,95740.0,156.33,8.97,32.29,1.66,0.0
20231003:1810,0.0,0.0,0.0,30.05,1.79,0.0
20231003:1910,0.0,0.0,0.0,27.84,1.93,0.0
20231003:2010,0.0,0.0,0.0,26.08,1.79,0.0
20231003:2110,0.0,0.0,0.0,25.22,1.72,0.0
20231003:2210,0.0,0.0,0.0,24.69,1.52,0.0
20231003:2310,0.0,0.0,0.0,25.28,1.1,0.0
20231004:0010,0.0,0.0,0.0,25.54,0.76,0.0
20231004:0110,0.0,0.0,0.0,24.79,0.9,0.0
20231004:0210,0.0,0.0,0.0,22.8,1.03,0.0
20231004:0310,0.0,0.0,0.0,22.37,0.97,0.0
20231004:0410,0.0,0.0,0.0,21.61,0.97,0.0
20231004:0510,0.0,0.0,0.0,19.6,1.24,0.0
20231004:0610,0.0,0.0,0.0,18.32,1.52,0.0
20231004:0710,100680.0,152.74,9.05,18.5,1.66,0.0
20231004:0810,319600.0,411.93,20.11,21.29,1.24,0.0
20231004:0910,495950.0,646.0,30.26,25.34,1.52,0.0
20231004:1010,622150.0,837.06,38.78,27.7,1.45,0.0
20231004:1110,698050.0,970.38,44.67,29.62,1.24,0.0
20231004:1210,703970.0,997.12,46.76,31.11,0.97,0.0
20231004:1310,672610.0,956.08,44.52,32.16,0.76,0.0
20231004:1410,606490.0,854.13,38.53,32.76,0.55,0.0
20231004:1510,482130.0,663.0,29.93,32.93,0.55,0.0
20231004:1610,302810.0,416.13,19.75,32.71,0.62,0.0
20231004:1710,89620.0,147.5,8.66,31.82,0.76,0.0
20231004:1810,0.0,0.0,0.0,29.8,0.9,0.0
20231004:1910,0.0,0.0,0.0,30.23,0.76,0.0
20231004:2010,0.0,0.0,0.0,29.43,0.48,0.0
20231004:2110,0.0,0.0,0.0,28.66,0.21,0.0
20231004:2210,0.0,0.0,0.0,27.05,0.97,0.0
20231004:2310,0.0,0.0,0.0,23.75,1.38,0.0
20231005:0010,0.0,0.0,0.0,22.77,1.38,0.0
20231005:0110,0.0,0.0,0.0,21.41,1.45,0.0
20231005:0210,0.0,0.0,0.0,20.03,1.59,0.0
20231005:0310,0.0,0.0,0.0,19.54,1.72,0.0
20231005:0410,0.0,0.0,0.0,18.93,1.66,0.0
20231005:0510,0.0,0.0,0.0,18.37,1.59,0.0
20231005:0610,0.0,0.0,0.0,17.84,1.45,0.0
20231005:0710,101300.0,153.41,8.85,17.83,1.45,0.0
20231005:0810,326280.0,421.23,19.9,21.28,1.03,0.0
20231005:0910,499900.0,654.82,30.01,25.01,1.03,0.0
20231005:1010,623250.0,842.02,38.48,27.66,1.24,0.0
20231005:1110,686800.0,953.81,44.32,29.79,1.24,0.0
20231005:1210,701800.0,993.57,46.37,31.39,1.03,0.0
20231005:1310,674310.0,958.77,44.13,32.45,0.83,0.0
20231005:1410,610010.0,856.68,38.16,33.02,0.76,0.0
20231005:1510,482140.0,663.87,29.59,33.15,0.55,0.0
20231005:1610,299170.0,412.44,19.43,33.0,0.48,0.0
20231005:1710,86580.0,143.22,8.35,32.09,0.76,0.0
20231005:1810,0.0,0.0,0.0,30.12,1.52,0.0
20231005:1910,0.0,0.0,0.0,28.01,1.79,0.0
20231005:2010,0.0,0.0,0.0,26.16,1.72,0.0
20231005:2110,0.0,0.0,0.0,25.49,1.52,0.0
20231005:2210,0.0,0.0,0.0,25.73,1.24,0.0
20231005:2310,0.0,0.0,0.0,24.18,1.45,0.0
20231006:0010,0.0,0.0,0.0,21.32,1.72,0.0
20231006:0110,0.0,0.0,0.0,20.29,1.72,0.0
20231006:0210,0.0,0.0,0.0,19.63,1.79,0.0
20231006:0310,0.0,0.0,0.0,19.04,1.79,0.0
20231006:0410,0.0,0.0,0.0,18.5,1.79,0.0
20231006:0510,0.0,0.0,0.0,18.02,1.79,0.0
20231006:0610,0.0,0.0,0.0,17.57,1.79,0.0
20231006:0710,101580.0,153.39,8.66,17.36,1.72,0.0
20231006:0810,323310.0,415.12,19.68,20.55,1.24,0.0
20231006:0910,505360.0,660.15,29.75,24.94,1.24,0.0
20231006:1010,626550.0,848.76,38.18,27.75,1.17,0.0
20231006:1110,686660.0,960.84,43.97,29.88,0.97,0.0
20231006:1210,698960.0,993.03,45.99,31.41,0.9,0.0
20231006:1310,665060.0,943.51,43.74,32.38,0.83,0.0
20231006:1410,584800.0,816.17,37.79,33.03,0.83,0.0
20231006:1510,513960.0,706.47,29.24,33.26,0.97,0.0
20231006:1610,189910.0,263.95,19.1,33.03,0.97,0.0
20231006:1710,52240.0,89.87,8.05,31.63,0.97,0.0
20231006:1810,0.0,0.0,0.0,29.68,1.38,0.0
20231006:1910,0.0,0.0,0.0,28.0,1.59,0.0
20231006:2010,0.0,0.0,0.0,26.81,1.52,0.0
20231006:2110,0.0,0.0,0.0,24.83,1.79,0.0
20231006:2210,0.0,0.0,0.0,22.98,1.93,0.0
20231006:2310,0.0,0.0,0.0,21.92,2.0,0.0
20231007:0010,0.0,0.0,0.0,21.07,2.0,0.0
20231007:0110,0.0,0.0,0.0,20.29,1.93,0.0
20231007:0210,0.0,0.0,0.0,19.51,1.79,0.0
20231007:0310,0.0,0.0,0.0,19.04,1.66,0.0
20231007:0410,0.0,0.0,0.0,18.61,1.52,0.0
20231007:0510,0.0,0.0,0.0,17.75,1.59,0.0
20231007:0610,0.0,0.0,0.0,17.18,1.59,0.0
20231007:0710,94390.0,142.75,8.46,17.0,1.66,0.0
20231007:0810,333180.0,427.61,19.46,20.34,1.17,0.0
20231007:0910,502440.0,657.97,29.5,25.64,1.31,0.0
20231007:1010,603820.0,813.95,37.88,28.44,1.45,0.0
20231007:1110,627980.0,868.42,43.62,30.45,1.1,0.0
20231007:1210,649990.0,919.3,45.6,31.9,0.76,0.0
20231007:1310,645560.0,917.48,43.35,32.78,0.69,0.0
20231007:1410,433200.0,591.08,37.42,33.24,0.9,0.0
20231007:1510,203170.0,279.62,28.9,33.32,1.03,0.0
20231007:1610,194090.0,269.2,18.78,33.03,1.17,0.0
20231007:1710,75840.0,127.25,7.74,31.84,1.17,0.0
20231007:1810,0.0,0.0,0.0,29.46,1.66,0.0
20231007:1910,0.0,0.0,0.0,27.33,1.79,0.0
20231007:2010,0.0,0.0,0.0,25.51,1.79,0.0
20231007:2110,0.0,0.0,0.0,24.61,1.59,0.0
20231007:2210,0.0,0.0,0.0,24.07,1.52,0.0
20231007:2310,0.0,0.0,0.0,21.37,2.0,0.0
20231008:0010,0.0,0.0,0.0,20.42,1.93,0.0
20231008:0110,0.0,0.0,0.0,19.52,1.86,0.0
20231008:0210,0.0,0.0,0.0,18.98,1.59,0.0
20231008:0310,0.0,0.0,0.0,18.2,1.66,0.0
20231008:0410,0.0,0.0,0.0,17.64,1.72,0.0
20231008:0510,0.0,0.0,0.0,17.11,1.59,0.0
20231008:0610,0.0,0.0,0.0,16.89,1.45,0.0
20231008:0710,90870.0,137.29,8.26,16.22,1.66,0.0
20231008:0810,312990.0,399.78,19.24,19.14,1.03,0.0
20231008:0910,462300.0,601.7,29.24,23.74,0.76,0.0
20231008:1010,591180.0,802.5,37.58,26.56,0.48,0.0
20231008:1110,655920.0,924.72,43.27,28.67,0.21,0.0
20231008:1210,694660.0,992.03,45.22,30.41,0.48,0.0
20231008:1310,669250.0,948.33,42.97,31.73,0.76,0.0
20231008:1410,603550.0,839.94,37.05,32.47,0.97,0.0
20231008:1510,462460.0,627.26,28.56,32.65,1.17,0.0
20231008:1610,299390.0,408.76,18.47,32.39,1.31,0.0
20231008:1710,76870.0,129.23,7.44,31.38,1.17,0.0
20231008:1810,0.0,0.0,0.0,28.9,1.72,0.0
20231008:1910,0.0,0.0,0.0,26.74,1.86,0.0
20231008:2010,0.0,0.0,0.0,25.02,1.93,0.0
20231008:2110,0.0,0.0,0.0,23.74,2.0,0.0
20231008:2210,0.0,0.0,0.0,22.53,2.07,0.0
20231008:2310,0.0,0.0,0.0,21.48,1.93,0.0
20231009:0010,0.0,0.0,0.0,20.6,1.72,0.0
20231009:0110,0.0,0.0,0.0,19.78,1.66,0.0
20231009:0210,0.0,0.0,0.0,19.0,1.86,0.0
20231009:0310,0.0,0.0,0.0,18.54,2.0,0.0
20231009:0410,0.0,0.0,0.0,18.07,2.07,0.0
20231009:0510,0.0,0.0,0.0,17.47,1.93,0.0
20231009:0610,0.0,0.0,0.0,16.94,1.86,0.0
20231009:0710,96730.0,146.15,8.06,16.67,1.72,0.0
20231009:0810,323480.0,413.23,19.02,19.77,1.38,0.0
20231009:0910,508010.0,654.87,28.99,23.63,1.72,0.0
20231009:1010,630480.0,834.6,37.28,26.22,2.0,0.0
20231009:1110,698410.0,952.8,42.92,28.41,1.79,0.0
20231009:1210,742200.0,1034.16,44.84,30.13,1.72,0.0
20231009:1310,678650.0,940.05,42.58,31.21,1.66,0.0
20231009:1410,620220.0,850.59,36.69,31.86,1.66,0.0
20231009:1510,443420.0,594.24,28.22,32.05,1.72,0.0
20231009:1610,192090.0,264.48,18.15,31.82,1.72,0.0
20231009:1710,61590.0,105.71,7.14,30.95,1.38,0.0
20231009:1810,0.0,0.0,0.0,28.49,1.52,0.0
20231009:1910,0.0,0.0,0.0,26.26,2.0,0.0
20231009:2010,0.0,0.0,0.0,24.42,1.93,0.0
20231009:2110,0.0,0.0,0.0,22.98,2.0,0.0
20231009:2210,0.0,0.0,0.0,21.8,2.0,0.0
20231009:2310,0.0,0.0,0.0,20.97,1.86,0.0
20231010:0010,0.0,0.0,0.0,19.92,1.79,0.0
20231010:0110,0.0,0.0,0.0,18.71,1.79,0.0
20231010:0210,0.0,0.0,0.0,17.94,1.79,0.0
20231010:0310,0.0,0.0,0.0,17.21,1.79,0.0
20231010:0410,0.0,0.0,0.0,16.63,1.79,0.0
20231010:0510,0.0,0.0,0.0,16.11,1.79,0.0
20231010:0610,0.0,0.0,0.0,15.61,1.72,0.0
20231010:0710,96160.0,144.81,7.86,15.44,1.72,0.0
20231010:0810,326490.0,414.72,18.79,18.5,1.31,0.0
20231010:0910,506520.0,650.9,28.73,22.18,1.38,0.0
20231010:1010,633000.0,838.15,36.98,24.69,1.52,0.0
20231010:1110,708630.0,970.28,42.57,26.9,1.31,0.0
20231010:1210,725690.0,1009.05,44.46,28.71,1.31,0.0
20231010:1310,674680.0,934.91,42.2,29.85,1.24,0.0
20231010:1410,602640.0,826.38,36.32,30.46,1.1,0.0
20231010:1510,480400.0,645.88,27.89,30.67,1.17,0.0
20231010:1610,294760.0,399.59,17.84,30.47,1.1,0.0
20231010:1710,71490.0,121.44,6.84,29.75,0.83,0.0
20231010:1810,0.0,0.0,0.0,27.48,1.17,0.0
20231010:1910,0.0,0.0,0.0,25.6,1.52,0.0
20231010:2010,0.0,0.0,0.0,24.4,1.45,0.0
20231010:2110,0.0,0.0,0.0,23.68,1.38,0.0
20231010:2210,0.0,0.0,0.0,22.64,1.38,0.0
20231010:2310,0.0,0.0,0.0,20.8,1.59,0.0
20231011:0010,0.0,0.0,0.0,19.05,1.72,0.0
20231011:0110,0.0,0.0,0.0,18.22,1.79,0.0
20231011:0210,0.0,0.0,0.0,17.3,1.66,0.0
20231011:0310,0.0,0.0,0.0,16.62,1.59,0.0
20231011:0410,0.0,0.0,0.0,16.16,1.72,0.0
20231011:0510,0.0,0.0,0.0,15.79,1.79,0.0
20231011:0610,0.0,0.0,0.0,15.42,1.79,0.0
20231011:0710,94540.0,142.41,7.66,15.07,1.72,0.0
20231011:0810,328960.0,417.18,18.57,18.06,1.24,0.0
20231011:0910,496940.0,639.31,28.47,22.04,1.17,0.0
20231011:1010,617710.0,823.42,36.67,24.93,1.1,0.0
20231011:1110,679050.0,939.16,42.22,27.31,0.76,0.0
20231011:1210,690870.0,985.48,44.08,28.92,0.21,0.0
20231011:1310,658150.0,925.0,41.82,29.88,0.55,0.0
20231011:1410,595470.0,818.17,35.96,30.28,0.9,0.0
20231011:1510,469230.0,628.26,27.55,30.29,1.24,0.0
20231011:1610,320590.0,432.84,17.53,29.97,1.38,0.0
20231011:1710,84780.0,142.85,6.55,29.25,1.45,0.0
20231011:1810,0.0,0.0,0.0,27.26,1.59,0.0
20231011:1910,0.0,0.0,0.0,25.1,1.79,0.0
20231011:2010,0.0,0.0,0.0,23.55,1.66,0.0
20231011:2110,0.0,0.0,0.0,23.05,1.52,0.0
20231011:2210,0.0,0.0,0.0,22.38,1.52,0.0
20231011:2310,0.0,0.0,0.0,21.69,1.52,0.0
20231012:0010,0.0,0.0,0.0,21.42,1.38,0.0
20231012:0110,0.0,0.0,0.0,20.07,1.52,0.0
20231012:0210,0.0,0.0,0.0,17.78,1.79,0.0
20231012:0310,0.0,0.0,0.0,16.93,1.72,0.0
20231012:0410,0.0,0.0,0.0,16.43,1.59,0.0
20231012:0510,0.0,0.0,0.0,16.13,1.45,0.0
20231012:0610,0.0,0.0,0.0,15.51,1.45,0.0
20231012:0710,88530.0,134.1,7.46,15.08,1.79,0.0
20231012:0810,315580.0,399.97,18.34,18.03,1.31,0.0
20231012:0910,491370.0,632.75,28.21,22.37,1.17,0.0
20231012:1010,613510.0,816.24,36.37,25.24,1.24,0.0
20231012:1110,682410.0,938.51,41.87,27.49,1.03,0.0
20231012:1210,700810.0,983.62,43.7,29.12,0.83,0.0
20231012:1310,657210.0,924.15,41.44,30.05,0.55,0.0
20231012:1410,583550.0,815.53,35.61,30.46,0.14,0.0
20231012:1510,461140.0,629.76,27.22,30.52,0.07,0.0
20231012:1610,281850.0,384.95,17.22,30.24,0.28,0.0
20231012:1710,61470.0,106.63,6.26,29.57,0.62,0.0
20231012:1810,0.0,0.0,0.0,27.16,1.31,0.0
20231012:1910,0.0,0.0,0.0,25.65,1.17,0.0
20231012:2010,0.0,0.0,0.0,26.43,0.97,0.0
20231012:2110,0.0,0.0,0.0,25.72,0.9,0.0
20231012:2210,0.0,0.0,0.0,21.59,1.59,0.0
20231012:2310,0.0,0.0,0.0,20.14,1.86,0.0
20231013:0010,0.0,0.0,0.0,19.52,1.93,0.0
20231013:0110,0.0,0.0,0.0,18.87,1.86,0.0
20231013:0210,0.0,0.0,0.0,18.31,1.86,0.0
20231013:0310,0.0,0.0,0.0,17.86,1.93,0.0
20231013:0410,0.0,0.0,0.0,17.32,1.86,0.0
20231013:0510,0.0,0.0,0.0,16.73,1.79,0.0
20231013:0610,0.0,0.0,0.0,16.24,1.72,0.0
20231013:0710,35650.0,60.63,7.26,16.2,1.79,0.0
20231013:0810,203660.0,262.9,18.12,18.86,1.38,0.0
20231013:0910,539880.0,693.15,27.95,22.47,1.79,0.0
20231013:1010,604950.0,790.22,36.06,24.51,2.0,0.0
20231013:1110,621000.0,820.31,41.52,26.19,2.21,0.0
20231013:1210,706530.0,953.25,43.32,27.29,2.14,0.0
20231013:1310,665650.0,895.33,41.06,28.14,2.14,0.0
20231013:1410,416240.0,545.08,35.25,28.52,2.14,0.0
20231013:1510,481690.0,632.27,26.89,28.51,2.14,0.0
20231013:1610,145660.0,201.31,16.92,28.22,2.0,0.0
20231013:1710,21070.0,42.9,5.97,27.47,1.72,0.0
20231013:1810,0.0,0.0,0.0,26.19,1.79,0.0
20231013:1910,0.0,0.0,0.0,25.0,1.59,0.0
20231013:2010,0.0,0.0,0.0,24.07,1.72,0.0
20231013:2110,0.0,0.0,0.0,22.78,1.66,0.0
20231013:2210,0.0,0.0,0.0,22.01,1.72,0.0
20231013:2310,0.0,0.0,0.0,21.55,2.0,0.0
20231014:0010,0.0,0.0,0.0,20.1,2.34,0.0
20231014:0110,0.0,0.0,0.0,17.95,0.83,0.0
20231014:0210,0.0,0.0,0.0,18.32,0.55,0.0
20231014:0310,0.0,0.0,0.0,18.13,1.1,0.0
20231014:0410,0.0,0.0,0.0,17.82,1.52,0.0
20231014:0510,0.0,0.0,0.0,17.48,1.66,0.0
20231014:0610,0.0,0.0,0.0,17.2,1.66,0.0
20231014:0710,99720.0,151.67,7.05,17.03,1.79,0.0
20231014:0810,273650.0,347.32,17.89,18.32,1.66,0.0
20231014:0910,443800.0,554.51,27.69,20.04,2.55,0.0
20231014:1010,92110.0,129.79,35.76,21.47,2.76,0.0
20231014:1110,275900.0,353.61,41.17,22.57,2.48,0.0
20231014:1210,434330.0,554.16,42.95,22.62,2.14,0.0
20231014:1310,591340.0,771.91,40.69,23.12,1.59,0.0
20231014:1410,587280.0,764.92,34.9,23.14,1.52,0.0
20231014:1510,468980.0,601.17,26.57,23.09,1.66,0.0
20231014:1610,279050.0,364.37,16.61,22.94,1.45,0.0
20231014:1710,51660.0,90.41,5.69,22.62,1.17,0.0
20231014:1810,0.0,0.0,0.0,21.93,0.97,0.0
20231014:1910,0.0,0.0,0.0,20.4,0.9,0.0
20231014:2010,0.0,0.0,0.0,19.85,0.9,0.0
20231014:2110,0.0,0.0,0.0,19.92,0.83,0.0
20231014:2210,0.0,0.0,0.0,19.51,0.83,0.0
20231014:2310,0.0,0.0,0.0,19.21,0.76,0.0
20231015:0010,0.0,0.0,0.0,18.78,0.69,0.0
