Latitude (decimal degrees):	60.169
Longitude (decimal degrees):	24.940
Elevation (m):	14
Radiation database:	PVGIS-SARAH3


Slope: 35 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1000.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230119:0511,0.0,0.0,0.0,0.4,4.83,0.0
20230119:0611,0.0,0.0,0.0,0.39,5.1,0.0
20230119:0711,0.0,0.0,0.0,0.39,5.66,0.0
20230119:0811,4310.0,13.91,4.66,0.38,5.93,0.0
20230119:0911,158850.0,187.9,7.88,0.38,6.14,0.0
20230119:1011,61290.0,83.69,9.39,0.58,6.41,0.0
20230119:1111,356970.0,398.24,9.06,0.51,6.28,0.0
20230119:1211,90130.0,114.94,6.92,0.38,5.93,0.0
20230119:1311,0.0,2.78,3.14,0.3,4.97,0.0
20230119:1411,0.0,0.0,0.0,0.36,4.97,0.0
20230119:1511,0.0,0.0,0.0,0.57,5.24,0.0
20230119:1611,0.0,0.0,0.0,0.98,4.97,0.0
20230119:1711,0.0,0.0,0.0,1.07,4.41,0.0
20230119:1811,0.0,0.0,0.0,0.72,3.86,0.0
20230119:1911,0.0,0.0,0.0,0.17,3.1,0.0
20230119:2011,0.0,0.0,0.0,0.02,2.41,0.0
20230119:2111,0.0,0.0,0.0,-0.08,2.07,0.0
20230119:2211,0.0,0.0,0.0,-0.31,1.86,0.0
20230119:2311,0.0,0.0,0.0,-0.66,1.72,0.0
20230120:0011,0.0,0.0,0.0,-0.98,1.59,0.0
20230120:0111,0.0,0.0,0.0,-1.22,1.93,0.0
20230120:0211,0.0,0.0,0.0,-1.2,2.14,0.0
20230120:0311,0.0,0.0,0.0,-1.86,2.07,0.0
20230120:0411,0.0,0.0,0.0,-0.82,1.17,0.0
20230120:0511,0.0,0.0,0.0,-0.88,0.48,0.0
20230120:0611,0.0,0.0,0.0,-1.08,0.14,0.0
20230120:0711,0.0,0.0,0.0,-1.13,0.55,0.0
20230120:0811,198760.0,232.14,4.85,-2.11,0.97,0.0
20230120:0911,162750.0,192.87,8.08,-1.33,0.76,0.0
20230120:1011,6060.0,16.69,9.6,0.19,0.9,0.0
20230120:1111,16000.0,30.59,9.28,-0.1,1.17,0.0
20230120:1211,15240.0,29.67,7.14,0.54,1.38,0.0
20230120:1311,0.0,2.78,3.36,0.0,1.66,0.0
20230120:1411,0.0,0.0,0.0,-1.03,1.72,0.0
20230120:1511,0.0,0.0,0.0,-2.48,1.59,0.0
20230120:1611,0.0,0.0,0.0,-2.83,1.59,0.0
20230120:1711,0.0,0.0,0.0,-2.39,1.38,0.0
20230120:1811,0.0,0.0,0.0,-2.75,0.9,0.0
20230120:1911,0.0,0.0,0.0,-3.08,0.62,0.0
20230120:2011,0.0,0.0,0.0,-3.71,0.21,0.0
20230120:2111,0.0,0.0,0.0,-4.13,0.62,0.0
20230120:2211,0.0,0.0,0.0,-5.3,1.72,0.0
20230120:2311,0.0,0.0,0.0,-5.55,2.14,0.0
20230121:0011,0.0,0.0,0.0,-4.62,2.07,0.0
20230121:0111,0.0,0.0,0.0,-4.61,2.0,0.0
20230121:0211,0.0,0.0,0.0,-4.8,2.14,0.0
20230121:0311,0.0,0.0,0.0,-4.59,1.93,0.0
20230121:0411,0.0,0.0,0.0,-5.68,2.14,0.0
20230121:0511,0.0,0.0,0.0,-5.53,1.79,0.0
20230121:0611,0.0,0.0,0.0,-5.69,2.0,0.0
20230121:0711,0.0,0.0,0.0,-5.43,1.59,0.0
20230121:0811,289600.0,327.62,5.04,-4.43,1.31,0.0
20230121:0911,345070.0,389.26,8.29,-3.11,0.83,0.0
20230121:1011,207450.0,239.39,9.82,-2.73,0.76,0.0
20230121:1111,228470.0,262.86,9.5,-2.02,0.69,0.0
20230121:1211,26800.0,43.84,7.37,-1.78,0.97,0.0
20230121:1311,0.0,2.78,3.59,-2.72,1.31,0.0
20230121:1411,0.0,0.0,0.0,-3.85,1.38,0.0
20230121:1511,0.0,0.0,0.0,-4.13,1.72,0.0
20230121:1611,0.0,0.0,0.0,-4.47,1.52,0.0
20230121:1711,0.0,0.0,0.0,-4.57,1.66,0.0
20230121:1811,0.0,0.0,0.0,-4.56,1.79,0.0
20230121:1911,0.0,0.0,0.0,-4.57,2.21,0.0
20230121:2011,0.0,0.0,0.0,-4.59,2.48,0.0
20230121:2111,0.0,0.0,0.0,-4.73,2.62,0.0
20230121:2211,0.0,0.0,0.0,-4.21,2.48,0.0
20230121:2311,0.0,0.0,0.0,-4.11,2.34,0.0
20230122:0011,0.0,0.0,0.0,-4.46,2.07,0.0
20230122:0111,0.0,0.0,0.0,-4.59,1.66,0.0
20230122:0211,0.0,0.0,0.0,-4.76,1.45,0.0
20230122:0311,0.0,0.0,0.0,-4.78,1.31,0.0
20230122:0411,0.0,0.0,0.0,-5.03,1.17,0.0
20230122:0511,0.0,0.0,0.0,-5.07,1.17,0.0
20230122:0611,0.0,0.0,0.0,-5.18,1.1,0.0
20230122:0711,0.0,0.0,0.0,-5.3,1.1,0.0
20230122:0811,1770.0,9.27,5.23,-5.31,0.97,0.0
20230122:0911,462320.0,517.39,8.5,-5.24,0.9,0.0
20230122:1011,120240.0,145.57,10.04,-4.69,0.34,0.0
20230122:1111,11450.0,24.1,9.73,-4.6,0.48,0.0
20230122:1211,1290.0,8.34,7.61,-4.71,0.76,0.0
20230122:1311,0.0,3.71,3.83,-4.88,0.9,0.0
20230122:1411,0.0,0.0,0.0,-5.12,1.1,0.0
20230122:1511,0.0,0.0,0.0,-5.22,1.24,0.0
20230122:1611,0.0,0.0,0.0,-5.33,1.31,0.0
20230122:1711,0.0,0.0,0.0,-5.38,1.31,0.0
20230122:1811,0.0,0.0,0.0,-5.25,1.24,0.0
20230122:1911,0.0,0.0,0.0,-5.11,1.31,0.0
20230122:2011,0.0,0.0,0.0,-5.03,1.38,0.0
20230122:2111,0.0,0.0,0.0,-4.97,1.59,0.0
20230122:2211,0.0,0.0,0.0,-4.79,1.17,0.0
20230122:2311,0.0,0.0,0.0,-4.7,0.97,0.0
20230123:0011,0.0,0.0,0.0,-4.67,0.83,0.0
20230123:0111,0.0,0.0,0.0,-4.66,1.17,0.0
20230123:0211,0.0,0.0,0.0,-4.59,1.59,0.0
20230123:0311,0.0,0.0,0.0,-4.52,1.93,0.0
20230123:0411,0.0,0.0,0.0,-4.42,2.28,0.0
20230123:0511,0.0,0.0,0.0,-4.37,2.62,0.0
20230123:0611,0.0,0.0,0.0,-4.26,2.9,0.0
20230123:0711,0.0,0.0,0.0,-4.15,2.69,0.0
20230123:0811,274060.0,309.25,5.44,-3.99,2.62,0.0
20230123:0911,220920.0,250.87,8.71,-3.66,2.97,0.0
20230123:1011,14170.0,27.81,10.27,-3.57,3.1,0.0
20230123:1111,10700.0,23.18,9.97,-3.17,3.24,0.0
20230123:1211,12710.0,25.96,7.85,-2.7,3.59,0.0
20230123:1311,0.0,3.71,4.07,-2.16,4.0,0.0
20230123:1411,0.0,0.0,0.0,-1.76,4.28,0.0
20230123:1511,0.0,0.0,0.0,-1.45,4.69,0.0
20230123:1611,0.0,0.0,0.0,-1.29,5.1,0.0
20230123:1711,0.0,0.0,0.0,-1.16,5.59,0.0
20230123:1811,0.0,0.0,0.0,-1.06,5.86,0.0
20230123:1911,0.0,0.0,0.0,-0.88,6.14,0.0
20230123:2011,0.0,0.0,0.0,-0.76,6.41,0.0
20230123:2111,0.0,0.0,0.0,-0.69,6.41,0.0
20230123:2211,0.0,0.0,0.0,-0.71,6.34,0.0
20230123:2311,0.0,0.0,0.0,-1.01,6.97,0.0
20230124:0011,0.0,0.0,0.0,-1.19,6.9,0.0
20230124:0111,0.0,0.0,0.0,-1.2,6.83,0.0
20230124:0211,0.0,0.0,0.0,-1.14,6.83,0.0
20230124:0311,0.0,0.0,0.0,-0.98,6.76,0.0
20230124:0411,0.0,0.0,0.0,-0.79,6.9,0.0
20230124:0511,0.0,0.0,0.0,-0.6,6.76,0.0
20230124:0611,0.0,0.0,0.0,-0.32,6.41,0.0
20230124:0711,0.0,0.0,0.0,-0.18,5.93,0.0
20230124:0811,286220.0,325.25,5.65,0.0,5.24,0.0
20230124:0911,344920.0,386.5,8.94,0.15,4.97,0.0
20230124:1011,508790.0,565.52,10.5,0.17,5.38,0.0
20230124:1111,248970.0,283.78,10.21,0.39,4.69,0.0
20230124:1211,1690.0,9.27,8.09,0.46,4.69,0.0
20230124:1311,0.0,3.71,4.31,0.42,4.07,0.0
20230124:1411,0.0,0.0,0.0,0.33,4.07,0.0
20230124:1511,0.0,0.0,0.0,0.22,3.66,0.0
20230124:1611,0.0,0.0,0.0,0.13,3.79,0.0
20230124:1711,0.0,0.0,0.0,0.2,3.66,0.0
20230124:1811,0.0,0.0,0.0,0.36,4.07,0.0
20230124:1911,0.0,0.0,0.0,0.5,3.93,0.0
20230124:2011,0.0,0.0,0.0,0.61,4.0,0.0
20230124:2111,0.0,0.0,0.0,0.82,4.41,0.0
20230124:2211,0.0,0.0,0.0,0.85,4.48,0.0
20230124:2311,0.0,0.0,0.0,1.01,4.69,0.0
20230125:0011,0.0,0.0,0.0,1.17,5.17,0.0
20230125:0111,0.0,0.0,0.0,1.31,5.66,0.0
20230125:0211,0.0,0.0,0.0,1.4,5.79,0.0
20230125:0311,0.0,0.0,0.0,1.55,6.0,0.0
20230125:0411,0.0,0.0,0.0,1.67,6.28,0.0
20230125:0511,0.0,0.0,0.0,1.8,6.48,0.0
20230125:0611,0.0,0.0,0.0,1.96,6.76,0.0
20230125:0711,0.0,0.0,0.0,2.12,7.03,0.0
20230125:0811,10390.0,23.18,5.86,2.28,6.97,0.0
20230125:0911,8440.0,20.4,9.17,2.5,6.83,0.0
20230125:1011,5970.0,16.69,10.74,2.85,6.34,0.0
20230125:1111,24440.0,41.72,10.46,2.95,6.41,0.0
20230125:1211,1650.0,9.27,8.34,2.99,6.48,0.0
20230125:1311,0.0,3.71,4.56,2.98,6.34,0.0
20230125:1411,0.0,0.0,0.0,2.97,6.34,0.0
20230125:1511,0.0,0.0,0.0,2.97,6.14,0.0
20230125:1611,0.0,0.0,0.0,2.94,5.79,0.0
20230125:1711,0.0,0.0,0.0,2.94,5.72,0.0
20230125:1811,0.0,0.0,0.0,2.93,5.52,0.0
20230125:1911,0.0,0.0,0.0,2.9,5.59,0.0
20230125:2011,0.0,0.0,0.0,2.85,5.59,0.0
20230125:2111,0.0,0.0,0.0,2.86,5.1,0.0
20230125:2211,0.0,0.0,0.0,2.71,4.48,0.0
20230125:2311,0.0,0.0,0.0,2.62,4.48,0.0
20230126:0011,0.0,0.0,0.0,2.6,4.69,0.0
20230126:0111,0.0,0.0,0.0,2.62,4.83,0.0
20230126:0211,0.0,0.0,0.0,2.59,4.69,0.0
20230126:0311,0.0,0.0,0.0,2.55,4.48,0.0
20230126:0411,0.0,0.0,0.0,2.51,4.07,0.0
20230126:0511,0.0,0.0,0.0,2.45,4.07,0.0
20230126:0611,0.0,0.0,0.0,2.41,4.07,0.0
20230126:0711,0.0,0.0,0.0,2.42,3.79,0.0
20230126:0811,77470.0,102.56,6.09,2.41,3.31,0.0
20230126:0911,63910.0,87.47,9.4,2.52,2.9,0.0
20230126:1011,28930.0,47.28,10.99,2.67,2.76,0.0
20230126:1111,58500.0,81.52,10.71,2.58,3.24,0.0
20230126:1211,324580.0,369.82,8.6,2.38,3.86,0.0
20230126:1311,0.0,4.64,4.82,1.82,4.14,0.0
20230126:1411,0.0,0.0,0.0,1.24,4.41,0.0
20230126:1511,0.0,0.0,0.0,0.87,4.76,0.0
20230126:1611,0.0,0.0,0.0,0.64,4.76,0.0
20230126:1711,0.0,0.0,0.0,0.47,4.69,0.0
20230126:1811,0.0,0.0,0.0,0.47,4.48,0.0
20230126:1911,0.0,0.0,0.0,0.22,4.34,0.0
20230126:2011,0.0,0.0,0.0,-0.18,4.28,0.0
20230126:2111,0.0,0.0,0.0,-0.74,4.07,0.0
20230126:2211,0.0,0.0,0.0,-0.86,3.93,0.0
20230126:2311,0.0,0.0,0.0,-1.26,3.72,0.0
20230127:0011,0.0,0.0,0.0,-1.81,3.72,0.0
20230127:0111,0.0,0.0,0.0,-2.36,3.79,0.0
20230127:0211,0.0,0.0,0.0,-2.76,3.66,0.0
20230127:0311,0.0,0.0,0.0,-3.2,3.59,0.0
20230127:0411,0.0,0.0,0.0,-3.54,3.52,0.0
20230127:0511,0.0,0.0,0.0,-3.82,3.52,0.0
20230127:0611,0.0,0.0,0.0,-4.16,3.38,0.0
20230127:0711,0.0,0.0,0.0,-4.54,3.1,0.0
20230127:0811,337710.0,377.48,6.31,-4.34,2.62,0.0
20230127:0911,450810.0,502.44,9.65,-3.34,2.21,0.0
20230127:1011,549930.0,619.76,11.24,-2.54,1.86,0.0
20230127:1111,533390.0,605.16,10.97,-2.0,1.38,0.0
20230127:1211,410880.0,465.17,8.86,-1.57,1.31,0.0
20230127:1311,242950.0,281.34,5.08,-1.65,1.45,0.0
20230127:1411,0.0,0.0,0.0,-2.29,1.45,0.0
20230127:1511,0.0,0.0,0.0,-3.33,1.72,0.0
20230127:1611,0.0,0.0,0.0,-3.87,1.72,0.0
20230127:1711,0.0,0.0,0.0,-4.34,1.86,0.0
20230127:1811,0.0,0.0,0.0,-4.24,2.07,0.0
20230127:1911,0.0,0.0,0.0,-4.27,2.28,0.0
20230127:2011,0.0,0.0,0.0,-3.98,2.69,0.0
20230127:2111,0.0,0.0,0.0,-3.59,3.24,0.0
20230127:2211,0.0,0.0,0.0,-2.93,3.59,0.0
20230127:2311,0.0,0.0,0.0,-2.74,3.79,0.0
20230128:0011,0.0,0.0,0.0,-2.25,4.28,0.0
20230128:0111,0.0,0.0,0.0,-1.74,4.76,0.0
20230128:0211,0.0,0.0,0.0,-1.29,5.17,0.0
20230128:0311,0.0,0.0,0.0,-1.06,5.52,0.0
20230128:0411,0.0,0.0,0.0,-0.77,5.79,0.0
20230128:0511,0.0,0.0,0.0,-0.53,6.34,0.0
20230128:0611,0.0,0.0,0.0,-0.29,6.69,0.0
20230128:0711,0.0,0.93,1.72,-0.03,7.17,0.0
20230128:0811,124060.0,151.51,6.55,0.19,7.45,0.0
20230128:0911,269280.0,304.03,9.89,0.51,7.93,0.0
20230128:1011,56850.0,78.93,11.5,0.51,7.72,0.0
20230128:1111,11160.0,24.1,11.24,0.46,7.66,0.0
20230128:1211,4880.0,14.83,9.13,0.39,8.21,0.0
20230128:1311,20.0,5.56,5.34,0.28,8.28,0.0
20230128:1411,0.0,0.0,0.0,0.35,7.93,0.0
20230128:1511,0.0,0.0,0.0,0.5,7.31,0.0
20230128:1611,0.0,0.0,0.0,0.63,6.34,0.0
20230128:1711,0.0,0.0,0.0,0.73,5.72,0.0
20230128:1811,0.0,0.0,0.0,0.67,5.17,0.0
20230128:1911,0.0,0.0,0.0,0.37,4.9,0.0
20230128:2011,0.0,0.0,0.0,-0.13,4.9,0.0
20230128:2111,0.0,0.0,0.0,-0.61,4.76,0.0
20230128:2211,0.0,0.0,0.0,-1.13,4.76,0.0
20230128:2311,0.0,0.0,0.0,-1.28,4.62,0.0
20230129:0011,0.0,0.0,0.0,-1.1,5.17,0.0
20230129:0111,0.0,0.0,0.0,-0.62,5.31,0.0
20230129:0211,0.0,0.0,0.0,-0.65,4.55,0.0
20230129:0311,0.0,0.0,0.0,-0.77,4.07,0.0
20230129:0411,0.0,0.0,0.0,-0.98,4.21,0.0
20230129:0511,0.0,0.0,0.0,-1.05,4.28,0.0
20230129:0611,0.0,0.0,0.0,-1.21,4.21,0.0
20230129:0711,0.0,0.93,1.95,-0.98,4.28,0.0
20230129:0811,275620.0,313.52,6.79,-0.54,4.41,0.0
20230129:0911,478070.0,534.34,10.15,0.08,4.34,0.0
20230129:1011,142680.0,171.47,11.76,0.42,4.41,0.0
20230129:1111,16660.0,31.52,11.51,0.78,4.76,0.0
20230129:1211,6640.0,17.62,9.4,0.92,4.83,0.0
20230129:1311,4290.0,13.91,5.61,1.04,5.31,0.0
20230129:1411,0.0,0.0,0.0,1.01,5.52,0.0
20230129:1511,0.0,0.0,0.0,0.98,5.59,0.0
20230129:1611,0.0,0.0,0.0,1.23,6.0,0.0
20230129:1711,0.0,0.0,0.0,1.38,6.14,0.0
20230129:1811,0.0,0.0,0.0,1.45,6.41,0.0
20230129:1911,0.0,0.0,0.0,1.43,6.69,0.0
20230129:2011,0.0,0.0,0.0,1.42,7.03,0.0
20230129:2111,0.0,0.0,0.0,1.38,7.38,0.0
20230129:2211,0.0,0.0,0.0,1.35,7.1,0.0
20230129:2311,0.0,0.0,0.0,1.19,7.31,0.0
20230130:0011,0.0,0.0,0.0,1.02,7.24,0.0
20230130:0111,0.0,0.0,0.0,1.18,7.31,0.0
20230130:0211,0.0,0.0,0.0,1.73,7.31,0.0
20230130:0311,0.0,0.0,0.0,2.26,7.17,0.0
20230130:0411,0.0,0.0,0.0,2.2,6.83,0.0
20230130:0511,0.0,0.0,0.0,1.94,7.03,0.0
20230130:0611,0.0,0.0,0.0,1.35,7.03,0.0
20230130:0711,0.0,0.93,2.18,1.25,6.69,0.0
20230130:0811,23880.0,40.79,7.04,1.98,6.62,0.0
20230130:0911,418050.0,469.28,10.41,2.81,6.62,0.0
20230130:1011,29700.0,48.21,12.03,2.95,6.07,0.0
20230130:1111,504730.0,565.73,11.78,2.9,6.41,0.0
20230130:1211,3160.0,12.05,9.67,2.6,6.48,0.0
20230130:1311,5410.0,15.76,5.88,1.96,6.41,0.0
20230130:1411,0.0,0.0,0.0,1.55,6.41,0.0
20230130:1511,0.0,0.0,0.0,1.5,6.48,0.0
20230130:1611,0.0,0.0,0.0,1.43,6.62,0.0
20230130:1711,0.0,0.0,0.0,1.19,6.69,0.0
20230130:1811,0.0,0.0,0.0,0.99,6.62,0.0
20230130:1911,0.0,0.0,0.0,1.03,5.86,0.0
20230130:2011,0.0,0.0,0.0,0.76,5.93,0.0
20230130:2111,0.0,0.0,0.0,0.41,6.34,0.0
20230130:2211,0.0,0.0,0.0,0.18,5.59,0.0
20230130:2311,0.0,0.0,0.0,-0.27,5.93,0.0
20230131:0011,0.0,0.0,0.0,-0.49,6.07,0.0
20230131:0111,0.0,0.0,0.0,-0.76,6.14,0.0
20230131:0211,0.0,0.0,0.0,-0.84,6.21,0.0
20230131:0311,0.0,0.0,0.0,-0.6,6.34,0.0
20230131:0411,0.0,0.0,0.0,-0.52,6.34,0.0
20230131:0511,0.0,0.0,0.0,-0.67,6.48,0.0
20230131:0611,0.0,0.0,0.0,-0.82,6.34,0.0
20230131:0711,0.0,4.64,2.42,-1.14,6.0,0.0
20230131:0811,331370.0,371.69,7.29,-0.97,5.72,0.0
20230131:0911,480460.0,534.81,10.67,-0.25,4.9,0.0
20230131:1011,400410.0,447.91,12.31,0.43,4.48,0.0
20230131:1111,46910.0,68.09,12.06,1.08,4.69,0.0
20230131:1211,4280.0,13.91,9.95,1.38,4.76,0.0
20230131:1311,380.0,6.49,6.16,1.51,5.1,0.0
20230131:1411,0.0,0.0,0.0,1.26,4.9,0.0
20230131:1511,0.0,0.0,0.0,0.8,4.97,0.0
20230131:1611,0.0,0.0,0.0,0.6,4.9,0.0
20230131:1711,0.0,0.0,0.0,0.32,4.62,0.0
20230131:1811,0.0,0.0,0.0,0.07,4.34,0.0
20230131:1911,0.0,0.0,0.0,-0.3,3.72,0.0
20230131:2011,0.0,0.0,0.0,-0.49,3.17,0.0
20230131:2111,0.0,0.0,0.0,-0.64,2.9,0.0
20230131:2211,0.0,0.0,0.0,-0.68,2.62,0.0
20230131:2311,0.0,0.0,0.0,-0.76,2.14,0.0
20230201:0011,0.0,0.0,0.0,-1.12,1.79,0.0
20230201:0111,0.0,0.0,0.0,-1.36,1.79,0.0
20230201:0211,0.0,0.0,0.0,-1.7,2.34,0.0
20230201:0311,0.0,0.0,0.0,-1.66,2.83,0.0
20230201:0411,0.0,0.0,0.0,-1.46,2.76,0.0
20230201:0511,0.0,0.0,0.0,-1.43,2.41,0.0
20230201:0611,0.0,0.0,0.0,-1.36,2.28,0.0
20230201:0711,0.0,1.85,2.67,-0.97,2.21,0.0
20230201:0811,254890.0,292.87,7.55,-0.7,2.28,0.0
20230201:0911,256440.0,293.49,10.94,-0.24,2.34,0.0
20230201:1011,76070.0,100.37,12.59,-0.07,2.48,0.0
20230201:1111,19570.0,35.23,12.35,0.15,2.14,0.0
20230201:1211,4310.0,13.91,10.24,0.24,1.79,0.0
20230201:1311,3210.0,12.05,6.44,0.06,1.03,0.0
20230201:1411,0.0,0.0,0.0,-0.16,1.24,0.0
20230201:1511,0.0,0.0,0.0,-0.49,1.72,0.0
20230201:1611,0.0,0.0,0.0,-0.66,1.72,0.0
20230201:1711,0.0,0.0,0.0,-0.52,1.72,0.0
20230201:1811,0.0,0.0,0.0,-0.32,1.79,0.0
20230201:1911,0.0,0.0,0.0,-0.66,2.0,0.0
20230201:2011,0.0,0.0,0.0,-0.82,2.34,0.0
20230201:2111,0.0,0.0,0.0,-0.77,2.62,0.0
20230201:2211,0.0,0.0,0.0,-1.43,3.03,0.0
20230201:2311,0.0,0.0,0.0,-1.51,3.17,0.0
20230202:0011,0.0,0.0,0.0,-1.31,3.31,0.0
20230202:0111,0.0,0.0,0.0,-1.26,3.38,0.0
20230202:0211,0.0,0.0,0.0,-1.32,3.45,0.0
20230202:0311,0.0,0.0,0.0,-1.44,3.52,0.0
20230202:0411,0.0,0.0,0.0,-1.61,3.59,0.0
20230202:0511,0.0,0.0,0.0,-1.59,3.66,0.0
20230202:0611,0.0,0.0,0.0,-1.79,3.66,0.0
20230202:0711,0.0,3.71,2.92,-1.76,3.66,0.0
20230202:0811,145950.0,174.31,7.81,-1.56,3.66,0.0
20230202:0911,83840.0,108.07,11.22,-1.17,3.59,0.0
20230202:1011,58290.0,80.26,12.87,-1.45,3.52,0.0
20230202:1111,29510.0,47.28,12.64,-1.18,3.59,0.0
20230202:1211,401610.0,448.46,10.53,-1.26,3.59,0.0
20230202:1311,313260.0,354.66,6.72,-1.49,3.79,0.0
20230202:1411,0.0,0.0,0.0,-1.86,3.86,0.0
20230202:1511,0.0,0.0,0.0,-2.51,4.0,0.0
20230202:1611,0.0,0.0,0.0,-2.9,4.14,0.0
20230202:1711,0.0,0.0,0.0,-3.01,4.0,0.0
20230202:1811,0.0,0.0,0.0,-3.18,3.86,0.0
20230202:1911,0.0,0.0,0.0,-3.26,3.72,0.0
20230202:2011,0.0,0.0,0.0,-3.07,3.38,0.0
20230202:2111,0.0,0.0,0.0,-2.77,3.1,0.0
20230202:2211,0.0,0.0,0.0,-2.88,2.83,0.0
20230202:2311,0.0,0.0,0.0,-2.82,3.1,0.0
20230203:0011,0.0,0.0,0.0,-2.87,3.17,0.0
20230203:0111,0.0,0.0,0.0,-2.96,3.31,0.0
20230203:0211,0.0,0.0,0.0,-3.2,3.38,0.0
20230203:0311,0.0,0.0,0.0,-3.44,3.31,0.0
20230203:0411,0.0,0.0,0.0,-3.53,3.17,0.0
20230203:0511,0.0,0.0,0.0,-3.56,2.97,0.0
20230203:0611,0.0,0.0,0.0,-3.81,2.9,0.0
20230203:0711,40.0,5.56,3.18,-3.86,2.83,0.0
20230203:0811,328190.0,366.44,8.08,-3.75,3.31,0.0
20230203:0911,509370.0,564.19,11.5,-3.34,3.31,0.0
20230203:1011,557240.0,618.92,13.16,-2.98,3.31,0.0
20230203:1111,534870.0,593.65,12.93,-2.92,3.31,0.0
20230203:1211,447250.0,496.67,10.82,-2.83,3.17,0.0
20230203:1311,14130.0,27.81,7.01,-2.98,3.38,0.0
20230203:1411,0.0,0.87,1.79,-3.18,3.38,0.0
20230203:1511,0.0,0.0,0.0,-3.57,3.52,0.0
20230203:1611,0.0,0.0,0.0,-3.78,3.79,0.0
20230203:1711,0.0,0.0,0.0,-3.75,4.14,0.0
20230203:1811,0.0,0.0,0.0,-3.9,4.34,0.0
20230203:1911,0.0,0.0,0.0,-4.02,4.48,0.0
20230203:2011,0.0,0.0,0.0,-4.33,4.9,0.0
20230203:2111,0.0,0.0,0.0,-4.7,4.83,0.0
20230203:2211,0.0,0.0,0.0,-4.79,4.97,0.0
20230203:2311,0.0,0.0,0.0,-5.14,5.17,0.0
20230204:0011,0.0,0.0,0.0,-5.23,5.17,0.0
20230204:0111,0.0,0.0,0.0,-5.04,5.38,0.0
20230204:0211,0.0,0.0,0.0,-5.0,6.0,0.0
20230204:0311,0.0,0.0,0.0,-4.99,5.31,0.0
20230204:0411,0.0,0.0,0.0,-5.18,5.24,0.0
20230204:0511,0.0,0.0,0.0,-5.28,5.45,0.0
20230204:0611,0.0,0.0,0.0,-5.36,5.45,0.0
20230204:0711,2800.0,11.13,3.44,-5.48,5.38,0.0
20230204:0811,400230.0,438.21,8.36,-5.32,5.31,0.0
20230204:0911,572130.0,621.59,11.79,-4.79,6.07,0.0
20230204:1011,593760.0,646.61,13.46,-4.38,5.86,0.0
20230204:1111,583510.0,635.58,13.23,-4.0,6.14,0.0
20230204:1211,498900.0,546.07,11.12,-3.84,5.17,0.0
20230204:1311,371880.0,413.15,7.3,-3.8,4.62,0.0
20230204:1411,0.0,0.87,2.07,-4.23,4.69,0.0
20230204:1511,0.0,0.0,0.0,-5.09,4.69,0.0
20230204:1611,0.0,0.0,0.0,-5.82,4.48,0.0
20230204:1711,0.0,0.0,0.0,-6.84,4.28,0.0
20230204:1811,0.0,0.0,0.0,-7.7,4.07,0.0
20230204:1911,0.0,0.0,0.0,-8.42,3.59,0.0
20230204:2011,0.0,0.0,0.0,-9.42,3.03,0.0
20230204:2111,0.0,0.0,0.0,-10.09,2.41,0.0
20230204:2211,0.0,0.0,0.0,-10.92,2.14,0.0
20230204:2311,0.0,0.0,0.0,-11.51,1.66,0.0
20230205:0011,0.0,0.0,0.0,-12.08,1.45,0.0
20230205:0111,0.0,0.0,0.0,-12.3,1.59,0.0
20230205:0211,0.0,0.0,0.0,-12.18,1.86,0.0
20230205:0311,0.0,0.0,0.0,-11.67,2.34,0.0
20230205:0411,0.0,0.0,0.0,-10.75,3.17,0.0
20230205:0511,0.0,0.0,0.0,-9.45,4.07,0.0
20230205:0611,0.0,0.0,0.0,-8.12,4.62,0.0
20230205:0711,11420.0,24.03,3.71,-6.22,5.31,0.0
20230205:0811,303880.0,337.27,8.64,-3.91,6.0,0.0
20230205:0911,435730.0,478.87,12.08,-1.83,6.62,0.0
20230205:1011,622290.0,688.72,13.76,-0.57,6.41,0.0
20230205:1111,73080.0,96.93,13.53,0.17,7.24,0.0
20230205:1211,16000.0,30.59,11.42,0.25,7.79,0.0
20230205:1311,16020.0,30.59,7.6,0.06,7.66,0.0
20230205:1411,0.0,1.75,2.36,-0.43,6.83,0.0
20230205:1511,0.0,0.0,0.0,-0.9,6.28,0.0
20230205:1611,0.0,0.0,0.0,-1.04,5.93,0.0
20230205:1711,0.0,0.0,0.0,-1.06,5.93,0.0
20230205:1811,0.0,0.0,0.0,-0.83,5.59,0.0
20230205:1911,0.0,0.0,0.0,-0.65,5.1,0.0
20230205:2011,0.0,0.0,0.0,-0.74,4.76,0.0
20230205:2111,0.0,0.0,0.0,-0.77,4.62,0.0
20230205:2211,0.0,0.0,0.0,-0.66,4.48,0.0
20230205:2311,0.0,0.0,0.0,-1.13,4.07,0.0
20230206:0011,0.0,0.0,0.0,-1.49,4.0,0.0
20230206:0111,0.0,0.0,0.0,-1.8,3.86,0.0
20230206:0211,0.0,0.0,0.0,-2.02,3.93,0.0
20230206:0311,0.0,0.0,0.0,-2.02,3.86,0.0
20230206:0411,0.0,0.0,0.0,-2.13,4.07,0.0
20230206:0511,0.0,0.0,0.0,-2.25,4.34,0.0
20230206:0611,0.0,0.0,0.0,-2.51,4.34,0.0
